id,Data,MEMO,Valor
c6uhbreyc0nc29g5bl8fi2jh,21/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17291787277,"-2.754,00"
s0ovbrde2m5sg905hj6lfqe4,24/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17303904159,"-1.667,86"
psm7s0a3s9161zbhr7e71u1m,24/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17303904172,"-5.095,83"
sgavnay74dntnni2xpbywwi1,25/03/2025,APLICACAO FINANCEIRA-CAPTACAO - 17315307595,"5.012,23"
avqlyi7x5er0oxwhvmkyck5y,26/03/2025,APLICACAO FINANCEIRA-CAPTACAO - 17326548519,"475,15"
weol5frfuemr1bm9cwufzcpl,28/03/2025,APLICACAO FINANCEIRA-CAPTACAO - 17364837717,"517,43"
g6q74138moxtdg7ex8cu17a9,31/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17378595631,"-801,06"
uyu2syq2n6y505el22s4wfuo,31/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17378595650,"-521,95"
gw1qd7qyrmepcn657me5k1v0,31/03/2025,Juros Bancários,"67,90"
jh391elp9dx4s3fkaoqjbiq8,1/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17398976028,"-10.727,83"
i8ltziy16r0gaodrlp1bms0p,1/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17398976125,"-625,08"
r2vg4z8fcb7pqefyofoelvn7,3/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17429464916,"-327,31"
yolvj8ifwshh3242au0ps1am,7/4/2025,APLICACAO FINANCEIRA-CAPTACAO - 17474294694,"1.030,18"
poy95o9y86e88xrhpfhf83uv,9/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17505974944,"-349,00"
sq7acobglf3hk6x48byc46e4,10/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17519689547,"-11,00"
fmyncf7utmvl82qr5wnhjwar,11/4/2025,APLICACAO FINANCEIRA-CAPTACAO - 17547302722,"5.320,90"
ye27v57jcht27q5vpd08nryk,15/4/2025,APLICACAO FINANCEIRA-CAPTACAO - 17575143501,"4.520,35"
h5cljmo3n7hckn5gxacsjt24,17/4/2025,APLICACAO FINANCEIRA-CAPTACAO - 17625255109,"6.230,42"
fb0c4h8cq1y2q4jce9zu6rid,22/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17637376216,"-2.107,77"
w4ack2kcornpyay8tb2y3bzw,22/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17637376236,"-10.164,90"
xqqnfddt6vcnayz4z65rnrrm,22/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17637376259,"-803,24"
uxl45hws4ideknqqq34ottz4,23/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17648919564,"-25,00"
p2991at79mnrbn8omfe4rhfa,24/4/2025,APLICACAO FINANCEIRA-CAPTACAO - 17662254534,"11.150,20"
k904mc2znnu21adp4ukqjz4s,25/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17686163144,"-4.213,15"
y4v6hiivx5pld3gyjkv7xvub,25/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17686163157,"-477,86"
dmrquln6jpjqfcau0ng0h6gu,25/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17686163171,"-519,94"
pi9sr6zw6e6conlntxjeou31,25/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17686163186,"-1.032,30"
oelt4ty9sk861zssfb0beku4,25/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17686163197,"-2.989,94"
s4c48czeu8ngu0loxm23epjg,28/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17698156898,"-2.337,60"
h14v8gfpm52sefgvagn0i0tc,28/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17698156915,"-4.524,33"
f8ecuwxrfho6xolk5f9n73hp,28/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17698156927,"-6.233,72"
fqer7iztootu2tqr15wsgivm,28/4/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17698156936,"-5.054,35"
inz4r4lj5zl4icrmu6jt2d67,29/4/2025,APLICACAO FINANCEIRA-CAPTACAO - 17713511287,"6.275,47"
hkk77tqtiv0jetdshbv2f0xp,30/4/2025,APLICACAO FINANCEIRA-CAPTACAO - 17734006536,"517,43"
j7ipszg8vzuc9vg8nfrd2tar,30/4/2025,Juros Bancários,"116,69"
ciiu21v9usrc48ya4r4gth19,2/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17771036456,"-6.038,78"
rub04l4wq01e4vdh05zwz8oi,5/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17787219552,"-59,85"
hr0jikkbah6o0p5epnooaehd,5/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17787219570,"-2.999,17"
oux5s4ig1y9869n79fk8qcrh,6/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 17804320846,"11.378,51"
wkjbyvvpchmim4gtgjgb97p7,7/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17818859522,"-1.319,00"
qogwt77rzpz7zq0b2b24qq91,8/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17833865449,"-1.959,35"
lkdhdbd754lpbtjwptmqs2xu,8/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17833865463,"-517,64"
n1dns9rey6b1bh1v8h7ly48b,8/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17833865478,"-1.688,18"
oaor6so7hoeoye7cpv6g9451,12/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 17879083047,"1.071,08"
vhwzzrhjl1551a42k9ei6ber,13/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 17892566021,"3.550,63"
ns7xjtbpdk7jqe1cappby9xu,14/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 17906963967,"39.097,28"
gc5in2pf9k227hnz2xxnn5sc,15/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17919749812,"-9.696,35"
aa0rev1ww9klua7uhr8vyzhn,15/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17919749828,"-1.071,19"
wwpjgd4l2btpljw30ea5csdl,15/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17919749836,"-3.550,78"
ndxvy9fqg7whkskekbwq2hx1,15/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17919749853,"-19.690,19"
dk4991m4mk4dmx2q3humcraf,19/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17958209283,"-1.050,00"
s5olil0uhgn0l6hp8xbzifn6,20/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 17969888463,"8.014,96"
uda18nltencofmoi9zi88lru,21/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 17980991721,"8.270,54"
nmx1t7degt7si6w01hdeueaj,22/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 17992945271,"11.273,20"
j9obstiy5m8338qbl5jzv0i4,23/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18017284275,"-399,00"
pcifaesh0h1rk44e3kzwpaxy,26/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 18028300008,"5.122,46"
qpgcwbdk91rmfcborpyeth3c,27/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18039525670,"-6.712,85"
oi41libwicr689lohovnqxif,28/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18050439254,"-1.800,00"
yi5pibzaiygkc1xcb92eqi4o,29/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 18064662237,"1.262,24"
spo60whineq4poa4j7uw2wl9,30/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18085037314,"-9.474,31"
gphisdsaflcmxyszr6qwfc7p,30/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18085037394,"-8.021,39"
dddnpcjpg3y878e1ejuh93wx,30/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18085037416,"-8.275,67"
e3lgv9wkxt0jxzjue881uf67,30/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18085037442,"-11.278,59"
xz65295ghtu1yomcu5xxgkhb,30/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18085037460,"-5.123,31"
stedz9f947yz45o5q4j9r92v,30/5/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18085037485,"-1.262,26"
ox7mt3fukh1cb24jdpvy2pi1,30/5/2025,APLICACAO FINANCEIRA-CAPTACAO - 18091263273,"11.526,03"
ancigunymfrvl8a85sn6ncmv,30/5/2025,Juros Bancários,"56,05"
qysvankt778vrr2l8ab58b5v,02/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18111945987,"-8.852,19"
mh3g4rka3jgmgav9d0ibbqpu,05/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18158812712,"3.079,41"
y4brqq9zpdsw1zmnfk367yb0,09/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18207351180,"-2.675,72"
beiw6ckns86yq8kk1a3gpkt7,09/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18207351214,"-2.881,04"
nxat1m9wfyjm9r891lcai1nq,10/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18220872805,"2.200,68"
wndz6ojjsnh8x4r8ucahmyrw,11/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18234872146,"1.598,67"
erts7btplf7npza7o2q23mlf,12/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18247920371,"3.507,13"
an8gbwmdx0hl4ellxeuxaeye,13/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18275271048,"33.220,30"
gsroqkqcvlqjbj0deswp4jp7,16/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18287476103,"-198,77"
txynud54sof4okwmu9eqt6z8,16/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18287476117,"-1.669,51"
osp03cktsefl73gdsog35ld9,18/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18320572965,"1.808,50"
g16jgony874tnrolteju1ed6,20/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18345162552,"1.847,87"
ra488dip5ujz1pe3zrcflh0y,23/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18356062388,"-532,13"
bakvm1p23b5q9hrc6anjtakv,23/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18356062398,"-1.600,00"
jb0fzu4mnogy5us4xsw9kkk3,23/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18356062408,"-3.509,44"
j6p7yi08fe4zhd32gcy4s158,23/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18356062419,"-33.237,00"
l5w7s1qrwroeiq8bfoy12131,23/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18356062428,"-1.808,69"
c9gtrgukwn22v0tjrqk72x8c,23/06/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 18356062435,"-1.847,94"
aritwczsqpkcb5mhej7m7uhq,24/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18368507688,"35,20"
c45jo2o59d97nmh458w9nlef,25/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18379695171,"4.534,12"
gdlirzi3qgczfxgauomnnj2e,26/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18392323244,"3.496,02"
hlej8rob8ric9nipmbeg97qa,30/06/2025,APLICACAO FINANCEIRA-CAPTACAO - 18432012065,"1.581,76"
sjsx7g78n7525ktwa0er0ocw,30/06/2025,Juros Bancários,"25,09"
